id,area,delay,status,recipe
4,18578.5,1170.14,SUCCESS,balance | refactor -z | resub -z | resub | resub | resub | refactor -z | rewrite | balance | balance | refactor | resub | refactor -z | rewrite | refactor -z | refactor | balance | refactor | rewrite -z | rewrite -z
12,20276.91,1030.81,SUCCESS,rewrite | resub | balance | refactor -z | rewrite -z | refactor | refactor | rewrite | refactor -z | rewrite -z | resub -z | rewrite -z | rewrite | rewrite -z | refactor | rewrite | resub -z | refactor | resub -z | rewrite -z
11,18691.82,1118.25,SUCCESS,rewrite | refactor -z | refactor | resub -z | resub | balance | resub -z | refactor -z | resub | rewrite | resub | resub | refactor | resub -z | rewrite | resub | resub -z | refactor -z | refactor | refactor -z
1,19684.27,1048.77,SUCCESS,balance | rewrite | rewrite | resub | rewrite | rewrite -z | rewrite | rewrite | resub | resub -z | balance | balance | resub -z | rewrite | resub | refactor -z | rewrite | resub | rewrite -z | resub
9,17815.08,1104.74,SUCCESS,rewrite | rewrite -z | resub -z | refactor -z | resub -z | resub -z | refactor -z | rewrite -z | rewrite -z | refactor | resub | rewrite -z | balance | refactor | balance | rewrite | resub | resub -z | resub -z | refactor -z
15,18357.19,1246.7,SUCCESS,rewrite -z | rewrite | refactor -z | resub | rewrite | rewrite | resub | resub | resub -z | refactor | rewrite -z | resub | rewrite -z | refactor | refactor -z | resub | balance | refactor -z | refactor | resub
16,19154.93,1035.72,SUCCESS,rewrite -z | rewrite -z | resub -z | rewrite | refactor | resub -z | resub | rewrite | balance | rewrite | rewrite -z | refactor | rewrite -z | refactor | resub | refactor | refactor -z | refactor | resub | resub -z
19,19353.63,1068.93,SUCCESS,rewrite -z | resub | rewrite | resub | rewrite -z | resub -z | balance | resub -z | balance | refactor | refactor | refactor -z | resub | refactor -z | refactor -z | resub | resub -z | rewrite | rewrite -z | refactor -z
6,19230.47,1003.85,SUCCESS,balance | resub -z | rewrite -z | balance | refactor | refactor -z | resub | resub | resub | rewrite -z | refactor -z | resub -z | refactor | refactor -z | resub -z | balance | resub | resub -z | rewrite | rewrite -z
13,18938.4,1201.37,SUCCESS,rewrite | resub -z | rewrite -z | refactor | refactor | balance | rewrite -z | balance | resub -z | rewrite -z | refactor -z | rewrite | resub | resub -z | rewrite | resub -z | refactor | resub | resub -z | resub
24,18280.58,1309.33,SUCCESS,refactor | refactor | resub -z | refactor -z | rewrite -z | refactor | refactor | refactor | rewrite | refactor | balance | resub -z | balance | refactor -z | resub -z | rewrite | balance | refactor | rewrite -z | refactor
21,18178.44,1064.33,SUCCESS,refactor | balance | refactor -z | resub | refactor | refactor -z | refactor -z | refactor -z | refactor -z | balance | refactor | rewrite -z | rewrite -z | rewrite -z | rewrite | resub -z | rewrite -z | balance | refactor | resub -z
26,18148.38,1217.71,SUCCESS,refactor | resub | balance | resub -z | rewrite | refactor -z | rewrite | resub -z | rewrite | refactor -z | balance | refactor -z | resub -z | balance | rewrite | refactor -z | refactor | rewrite | balance | resub
22,19022.99,1109.25,SUCCESS,refactor | rewrite | resub -z | resub -z | balance | refactor | rewrite | refactor | rewrite | refactor | refactor -z | resub | rewrite | resub | refactor -z | balance | rewrite | resub | refactor | rewrite
20,19234.73,979.94,SUCCESS,rewrite -z | resub -z | balance | refactor -z | resub | resub | refactor | resub | rewrite | refactor -z | refactor | refactor | refactor | refactor | rewrite -z | resub | refactor | resub | rewrite -z | resub
32,17512.91,840.13,SUCCESS,refactor -z | refactor -z | resub -z | balance | resub -z | rewrite | rewrite | balance | balance | resub -z | rewrite | resub -z | resub | rewrite | refactor | refactor -z | refactor | refactor -z | balance | refactor -z
29,18084.01,1071.59,SUCCESS,refactor -z | rewrite | rewrite -z | refactor | refactor -z | refactor -z | rewrite -z | refactor | rewrite | rewrite -z | balance | resub -z | balance | refactor | rewrite -z | rewrite -z | resub | rewrite -z | resub | refactor -z
25,18853.81,1045.08,SUCCESS,refactor | refactor -z | resub -z | rewrite -z | resub -z | rewrite -z | balance | rewrite -z | balance | balance | refactor | rewrite -z | rewrite -z | rewrite -z | refactor -z | resub -z | resub -z | rewrite | resub -z | rewrite -z
35,19430.5,902.49,SUCCESS,resub | balance | balance | refactor | rewrite | rewrite -z | resub | refactor -z | refactor -z | rewrite | rewrite | resub -z | refactor | rewrite -z | rewrite -z | balance | refactor -z | refactor -z | balance | rewrite
34,18824.29,1136.68,SUCCESS,refactor -z | resub -z | rewrite | rewrite | refactor | resub | refactor -z | balance | resub | resub -z | balance | rewrite -z | rewrite -z | balance | rewrite | resub | balance | rewrite | refactor | refactor -z
28,18982.29,1106.33,SUCCESS,refactor -z | balance | resub -z | balance | rewrite | refactor | rewrite | resub | resub | resub -z | resub -z | balance | balance | resub | resub -z | rewrite | resub | refactor -z | refactor -z | rewrite -z
37,18709.11,1097.14,SUCCESS,resub | rewrite -z | rewrite -z | rewrite | rewrite -z | refactor -z | refactor | balance | rewrite | refactor | resub -z | refactor | rewrite | rewrite | balance | rewrite -z | rewrite | rewrite | refactor -z | refactor -z
23,18613.35,884.05,SUCCESS,refactor | rewrite -z | balance | resub | resub -z | resub -z | resub | refactor -z | resub | rewrite -z | refactor -z | balance | resub | refactor | refactor | rewrite -z | rewrite | resub -z | resub -z | balance
31,18522.11,1145.96,SUCCESS,refactor -z | refactor | refactor | rewrite | refactor -z | rewrite -z | resub -z | resub -z | refactor | rewrite -z | balance | resub | resub -z | resub -z | balance | refactor | refactor | rewrite | rewrite | rewrite -z
27,19695.17,1113.06,SUCCESS,refactor | resub -z | rewrite | rewrite | rewrite | resub | rewrite -z | rewrite | resub | rewrite -z | refactor -z | refactor | rewrite -z | balance | rewrite -z | resub -z | rewrite -z | rewrite -z | rewrite | balance
39,18365.97,1151.24,SUCCESS,resub | refactor -z | balance | resub -z | refactor | refactor -z | refactor -z | rewrite -z | refactor -z | rewrite -z | rewrite | rewrite -z | resub -z | rewrite | refactor | balance | rewrite | resub -z | balance | rewrite
30,18220.73,1232.38,SUCCESS,refactor -z | rewrite -z | refactor -z | resub | rewrite -z | resub -z | refactor -z | rewrite | balance | resub | resub | refactor -z | refactor | resub -z | rewrite | refactor -z | rewrite -z | refactor | resub | balance
33,18887.86,1079.79,SUCCESS,refactor -z | resub | rewrite -z | resub | rewrite -z | refactor | balance | refactor -z | resub -z | rewrite | refactor | refactor | resub -z | resub | resub | rewrite | rewrite | rewrite | rewrite -z | refactor
38,17970.16,998.7,SUCCESS,resub | refactor | refactor -z | resub -z | resub -z | rewrite | resub -z | refactor | refactor -z | rewrite -z | resub -z | rewrite -z | rewrite -z | resub -z | refactor -z | balance | resub -z | resub -z | refactor -z | resub
36,19351.23,1139.55,SUCCESS,resub | rewrite | balance | refactor | refactor -z | rewrite -z | refactor | resub | rewrite | resub | resub -z | rewrite -z | refactor -z | resub -z | refactor -z | rewrite -z | rewrite -z | resub | rewrite | refactor -z
50,19091.88,987.15,SUCCESS,balance | rewrite | rewrite -z | refactor | balance | rewrite | balance | refactor | rewrite -z | refactor -z | rewrite -z | refactor -z | rewrite | refactor -z | refactor | balance | balance | resub -z | rewrite -z | refactor -z
44,18881.21,1127.34,SUCCESS,resub -z | rewrite -z | balance | rewrite -z | balance | rewrite -z | rewrite | refactor | rewrite | rewrite -z | balance | resub -z | rewrite -z | rewrite | refactor | rewrite -z | refactor -z | rewrite | balance | rewrite
41,20378.26,1166.74,SUCCESS,resub | resub -z | refactor | resub | resub | rewrite | refactor | balance | rewrite | resub | rewrite | resub | rewrite | resub | balance | rewrite -z | rewrite | resub | rewrite -z | balance
46,19372.25,1055.34,SUCCESS,resub -z | refactor -z | balance | refactor | resub -z | resub | resub | refactor -z | refactor | refactor | resub | resub -z | balance | rewrite -z | resub | balance | refactor -z | rewrite | refactor | refactor -z
49,19431.57,1166.96,SUCCESS,balance | balance | refactor | refactor | refactor | refactor -z | rewrite | resub | rewrite -z | rewrite | balance | refactor -z | resub -z | rewrite | rewrite | rewrite | resub -z | resub -z | rewrite | balance
47,18653.25,1004.36,SUCCESS,resub -z | resub | rewrite | rewrite -z | rewrite | refactor -z | rewrite | resub | resub -z | rewrite | refactor | rewrite | rewrite | refactor -z | refactor -z | resub | rewrite -z | refactor -z | balance | balance
53,19038.15,1031.69,SUCCESS,balance | refactor -z | refactor | rewrite | refactor -z | refactor | resub | resub | rewrite -z | refactor -z | resub -z | balance | rewrite | refactor | refactor -z | refactor | rewrite -z | balance | rewrite -z | refactor -z
43,18177.64,1019.41,SUCCESS,resub -z | rewrite | refactor -z | refactor -z | refactor | refactor | resub | resub -z | resub | resub -z | balance | balance | refactor | rewrite | rewrite | rewrite -z | refactor -z | resub -z | resub -z | resub -z
40,18871.64,1068.17,SUCCESS,resub | resub | rewrite | refactor | refactor -z | rewrite | resub -z | refactor | refactor | resub -z | rewrite | refactor -z | resub | rewrite -z | resub -z | resub -z | resub -z | balance | resub -z | resub
52,18651.65,1114.57,SUCCESS,balance | refactor | refactor | balance | refactor -z | refactor -z | resub | resub | resub | refactor -z | refactor | rewrite -z | balance | rewrite -z | rewrite | rewrite -z | rewrite | rewrite -z | balance | rewrite
55,17737.68,1063.14,SUCCESS,balance | resub -z | rewrite | refactor | refactor -z | refactor -z | balance | refactor | resub | balance | refactor -z | rewrite | refactor -z | resub | rewrite -z | rewrite -z | rewrite -z | resub -z | refactor -z | rewrite
42,19405.76,1205.54,SUCCESS,resub -z | balance | rewrite -z | resub | refactor -z | resub | rewrite | resub | resub | resub -z | rewrite | resub | refactor | resub | resub | resub | balance | resub | rewrite -z | balance
45,20436.78,929.24,SUCCESS,resub -z | refactor | balance | refactor | refactor | rewrite -z | rewrite | resub -z | resub -z | refactor -z | refactor | rewrite -z | resub -z | resub -z | resub | refactor -z | refactor | rewrite -z | resub -z | resub
48,19547.01,1200.72,SUCCESS,resub -z | resub -z | balance | refactor | resub | rewrite | resub -z | resub -z | refactor | resub -z | rewrite -z | refactor -z | refactor | refactor -z | refactor | resub -z | resub | rewrite -z | refactor -z | resub -z
56,19277.29,906.6,SUCCESS,rewrite | balance | rewrite -z | rewrite | resub | refactor | resub | resub -z | resub | rewrite -z | resub | rewrite | rewrite -z | refactor | refactor -z | balance | refactor | refactor -z | resub -z | rewrite
51,20253.24,1008.09,SUCCESS,balance | rewrite -z | rewrite | rewrite | resub | resub -z | rewrite -z | rewrite | refactor | refactor | refactor -z | resub | refactor -z | rewrite -z | rewrite | rewrite | rewrite | resub -z | resub | rewrite
57,21495.46,1076.65,SUCCESS,rewrite | rewrite | balance | resub | refactor | resub -z | refactor | resub | rewrite | resub | resub | resub -z | refactor | resub -z | rewrite | balance | resub | resub | balance | refactor -z
59,20275.05,1035.96,SUCCESS,rewrite | refactor | balance | refactor | balance | balance | refactor | refactor -z | rewrite | balance | resub | resub -z | balance | resub -z | resub | resub -z | resub -z | rewrite | balance | refactor
54,18909.94,1011.96,SUCCESS,balance | resub | resub -z | resub -z | resub -z | rewrite -z | refactor -z | refactor | resub | resub | resub -z | rewrite | resub -z | rewrite | rewrite | refactor | resub | refactor | balance | resub -z
58,19048.79,1070.94,SUCCESS,rewrite | rewrite -z | resub | rewrite -z | refactor | rewrite | rewrite | rewrite -z | balance | rewrite -z | resub -z | refactor -z | resub -z | rewrite | rewrite | refactor -z | refactor | resub | resub | refactor -z
60,18012.99,1142.26,SUCCESS,rewrite | refactor -z | refactor | refactor | refactor | rewrite -z | balance | rewrite -z | rewrite -z | resub -z | balance | rewrite | refactor | resub -z | resub -z | refactor | rewrite | resub -z | resub | resub -z
66,18912.07,1139.3,SUCCESS,rewrite -z | refactor | resub -z | rewrite -z | resub | refactor | rewrite | resub -z | refactor | balance | refactor | rewrite | resub -z | resub -z | refactor -z | balance | balance | balance | balance | rewrite -z
70,18639.95,1307.54,SUCCESS,refactor | balance | refactor -z | resub | refactor -z | refactor | refactor -z | rewrite -z | balance | balance | refactor | resub -z | rewrite | refactor | balance | rewrite | rewrite -z | rewrite | resub | refactor
67,17849.4,926.24,SUCCESS,rewrite -z | refactor -z | refactor | resub | refactor -z | balance | balance | refactor -z | rewrite -z | refactor -z | resub -z | refactor | resub -z | refactor -z | refactor -z | rewrite | rewrite -z | resub | resub -z | refactor
69,18717.09,1174.58,SUCCESS,rewrite -z | resub -z | balance | rewrite -z | refactor | refactor | refactor -z | rewrite | rewrite -z | resub -z | refactor | refactor | refactor | balance | balance | refactor | rewrite | resub | rewrite | resub -z
65,18991.6,1089.28,SUCCESS,rewrite -z | rewrite -z | balance | refactor -z | rewrite -z | refactor | balance | balance | resub -z | resub | rewrite -z | resub | resub | refactor | refactor | rewrite | rewrite -z | refactor | resub | rewrite -z
64,19469.87,1191.85,SUCCESS,rewrite -z | rewrite | balance | rewrite | rewrite -z | refactor | resub | rewrite -z | rewrite | resub -z | refactor -z | refactor -z | resub | resub | refactor | balance | rewrite | resub | rewrite | refactor -z
71,18431.67,894.47,SUCCESS,refactor | rewrite | rewrite -z | refactor -z | resub -z | refactor | rewrite -z | resub | balance | resub | refactor -z | refactor | refactor | balance | refactor -z | refactor -z | rewrite | resub -z | refactor | rewrite -z
68,17932.92,1170.37,SUCCESS,rewrite -z | resub | rewrite -z | refactor -z | refactor | refactor | rewrite -z | refactor | refactor -z | rewrite -z | refactor -z | rewrite -z | rewrite -z | rewrite | rewrite -z | balance | refactor | resub -z | resub -z | refactor
78,17892.22,1116.49,SUCCESS,refactor -z | rewrite | refactor | refactor | balance | rewrite -z | refactor | refactor | refactor -z | rewrite -z | refactor -z | refactor -z | refactor | refactor | rewrite -z | refactor | balance | rewrite | refactor | balance
61,20054.27,1256.46,SUCCESS,rewrite | resub | balance | resub -z | rewrite | resub -z | rewrite | refactor | refactor -z | resub | rewrite -z | refactor -z | resub -z | resub | refactor -z | refactor | rewrite -z | resub | resub | rewrite -z
62,17861.9,1127.96,SUCCESS,rewrite | resub -z | resub | resub | rewrite -z | refactor -z | balance | resub -z | rewrite -z | rewrite -z | rewrite | rewrite -z | resub -z | resub -z | rewrite -z | rewrite -z | resub | refactor -z | resub | balance
63,19336.6,847.66,SUCCESS,rewrite -z | balance | resub | rewrite -z | refactor -z | refactor -z | rewrite -z | rewrite | resub -z | resub | resub | resub | rewrite -z | balance | balance | balance | balance | rewrite -z | resub -z | resub
74,18561.48,1074.56,SUCCESS,refactor | refactor -z | balance | rewrite -z | refactor | balance | refactor -z | resub -z | resub | rewrite | rewrite | resub -z | refactor -z | rewrite | resub -z | refactor | balance | resub | rewrite | rewrite
72,19374.38,892.43,SUCCESS,refactor | rewrite -z | resub -z | balance | balance | rewrite -z | balance | refactor | resub | rewrite -z | rewrite | rewrite | rewrite -z | refactor | resub -z | rewrite | refactor | rewrite -z | resub -z | resub
73,19022.72,1052.91,SUCCESS,refactor | refactor | refactor | refactor | resub -z | refactor | rewrite -z | balance | refactor | resub -z | resub | refactor | rewrite | refactor | balance | resub | resub | rewrite | refactor | resub -z
75,18146.79,1133.46,SUCCESS,refactor | resub | rewrite -z | refactor -z | balance | resub -z | resub | balance | rewrite | resub | resub -z | resub | resub | balance | refactor | refactor | rewrite | rewrite -z | refactor | balance
76,18725.07,1028.33,SUCCESS,refactor | resub -z | refactor -z | balance | rewrite -z | rewrite -z | resub | refactor | resub | rewrite | refactor | resub | rewrite -z | refactor -z | refactor | refactor -z | resub -z | refactor | refactor | refactor -z
79,18470.24,1117.18,SUCCESS,refactor -z | rewrite -z | rewrite -z | refactor | rewrite -z | rewrite | rewrite -z | balance | resub -z | balance | resub | resub | rewrite -z | rewrite -z | rewrite | refactor -z | rewrite | balance | balance | rewrite -z
77,19341.66,1065.85,SUCCESS,refactor -z | balance | resub | resub -z | rewrite | refactor | rewrite | resub -z | resub -z | resub | resub | rewrite | rewrite -z | rewrite | rewrite | resub | resub | resub | refactor -z | rewrite
80,18499.24,1222.71,SUCCESS,refactor -z | refactor | balance | resub -z | refactor | rewrite -z | rewrite | balance | balance | rewrite -z | balance | balance | refactor -z | rewrite -z | resub | refactor -z | rewrite | refactor | rewrite | refactor
82,18598.45,976.22,SUCCESS,refactor -z | resub | resub | balance | resub | rewrite -z | refactor -z | rewrite | resub -z | balance | balance | rewrite | balance | resub | balance | balance | refactor -z | resub | refactor -z | balance
87,17911.91,970.05,SUCCESS,resub | refactor | resub -z | resub -z | rewrite -z | resub -z | rewrite | refactor | refactor | refactor -z | refactor | resub -z | rewrite | rewrite | balance | refactor -z | refactor -z | refactor | refactor -z | refactor
93,18088.8,1074.5,SUCCESS,resub -z | rewrite -z | refactor | refactor -z | resub -z | refactor | rewrite -z | rewrite | resub -z | rewrite -z | balance | rewrite -z | refactor -z | rewrite | refactor -z | balance | refactor | balance | refactor | rewrite
81,17958.46,979.93,SUCCESS,refactor -z | refactor -z | resub -z | resub -z | rewrite | rewrite | balance | resub -z | rewrite -z | refactor | rewrite | resub -z | resub -z | refactor | rewrite | resub -z | refactor | rewrite | refactor -z | refactor -z
85,20530.15,1083.31,SUCCESS,resub | rewrite | refactor | balance | rewrite | balance | refactor -z | rewrite | rewrite -z | resub -z | rewrite | balance | resub -z | resub -z | rewrite | resub -z | refactor | refactor | rewrite | refactor
83,18242.81,1096.32,SUCCESS,refactor -z | resub -z | resub -z | refactor | balance | rewrite -z | balance | rewrite -z | refactor | refactor | rewrite | resub | balance | rewrite -z | resub | rewrite -z | resub | refactor | balance | resub -z
89,20296.07,976.34,SUCCESS,resub | resub | balance | resub | balance | balance | resub -z | balance | resub | rewrite | refactor | resub -z | refactor -z | refactor | rewrite -z | balance | rewrite | balance | resub -z | resub -z
88,18339.37,921.43,SUCCESS,resub | refactor -z | rewrite | rewrite | refactor -z | balance | balance | resub | resub -z | resub | resub -z | resub -z | rewrite | rewrite | rewrite | rewrite | balance | rewrite | rewrite | rewrite -z
86,18649.53,823.84,SUCCESS,resub | rewrite -z | resub -z | resub | refactor | refactor | rewrite -z | refactor | resub -z | refactor -z | refactor -z | rewrite -z | refactor -z | refactor -z | rewrite -z | resub -z | resub | refactor | rewrite -z | resub -z
84,19932.18,1240.09,SUCCESS,resub | balance | resub -z | rewrite -z | rewrite | rewrite -z | refactor | resub | resub -z | resub | refactor | rewrite | rewrite | refactor | rewrite -z | rewrite -z | resub -z | balance | refactor -z | rewrite
90,19282.34,1104.37,SUCCESS,resub | resub -z | balance | refactor -z | rewrite | rewrite -z | resub | refactor -z | resub | balance | refactor | resub | refactor -z | rewrite -z | resub | rewrite | resub -z | refactor -z | refactor | balance
91,19208.66,1097.6,SUCCESS,resub -z | balance | resub | balance | balance | rewrite -z | refactor -z | resub | rewrite -z | balance | resub | rewrite -z | resub | rewrite | resub -z | rewrite -z | refactor | refactor | resub -z | refactor -z
94,18784.12,931.9,SUCCESS,resub -z | refactor | refactor -z | resub -z | resub | rewrite | rewrite | refactor -z | resub | rewrite | rewrite | refactor -z | balance | rewrite -z | resub -z | balance | resub -z | resub -z | refactor | refactor
92,19203.87,959.23,SUCCESS,resub -z | rewrite | rewrite -z | resub | rewrite | balance | refactor -z | refactor | rewrite -z | resub | rewrite -z | rewrite | rewrite -z | refactor | resub | resub -z | resub | refactor -z | rewrite | balance
95,18487.27,1144.78,SUCCESS,resub -z | refactor -z | refactor -z | rewrite -z | rewrite -z | rewrite | balance | refactor | rewrite | resub | rewrite | refactor | resub -z | refactor -z | rewrite -z | resub | resub -z | rewrite | rewrite | resub -z
96,18456.68,1006.64,SUCCESS,resub -z | resub | rewrite | refactor -z | resub -z | resub -z | resub | refactor | resub | refactor -z | resub -z | rewrite | rewrite | rewrite -z | resub | balance | refactor | rewrite | resub | refactor
98,19360.28,955.05,SUCCESS,balance | balance | balance | resub -z | resub | rewrite -z | refactor | refactor -z | refactor -z | balance | resub -z | refactor -z | rewrite | resub -z | resub -z | refactor | rewrite -z | refactor -z | rewrite | rewrite
97,19615.37,1051.24,SUCCESS,resub -z | resub -z | resub | rewrite | resub -z | rewrite -z | refactor | refactor | resub -z | resub | refactor | resub | refactor | resub | rewrite | refactor | rewrite | resub | refactor | resub
99,19296.44,1182.05,SUCCESS,balance | rewrite | resub -z | rewrite | rewrite -z | refactor -z | refactor | refactor -z | refactor | resub | resub | rewrite -z | refactor | balance | resub -z | rewrite | refactor -z | rewrite | refactor | resub -z
103,19069.54,960.66,SUCCESS,balance | resub | refactor | resub | resub | refactor -z | refactor -z | resub -z | balance | refactor | refactor -z | refactor -z | refactor -z | refactor | balance | balance | rewrite -z | resub | balance | balance
108,17712.41,1065.0,SUCCESS,rewrite | refactor | refactor | resub | refactor -z | refactor -z | refactor -z | refactor -z | refactor | balance | refactor | rewrite -z | refactor -z | refactor | refactor | balance | refactor | refactor -z | balance | refactor
105,19795.72,983.58,SUCCESS,rewrite | balance | refactor | resub | refactor -z | balance | balance | refactor -z | resub | balance | resub -z | refactor | refactor | balance | rewrite | rewrite -z | balance | resub | rewrite | rewrite
100,19634.26,993.64,SUCCESS,balance | rewrite -z | resub | rewrite -z | refactor -z | refactor | refactor -z | refactor | resub | refactor | resub | rewrite | rewrite | refactor -z | resub -z | rewrite -z | resub | refactor -z | refactor | resub -z
101,18523.71,1060.02,SUCCESS,balance | refactor | refactor -z | refactor -z | resub -z | resub | resub -z | balance | rewrite -z | resub -z | resub -z | resub -z | refactor -z | rewrite | refactor | refactor -z | rewrite -z | balance | rewrite | refactor -z
104,19741.19,1172.42,SUCCESS,balance | resub -z | resub -z | resub | balance | rewrite -z | refactor | resub -z | refactor | refactor | refactor -z | rewrite | rewrite -z | refactor -z | refactor -z | balance | resub -z | rewrite | resub -z | rewrite -z
107,18059.54,1108.56,SUCCESS,rewrite | rewrite -z | rewrite | resub -z | resub | refactor -z | resub | rewrite | rewrite | resub -z | rewrite | balance | rewrite -z | refactor | refactor -z | refactor -z | refactor -z | refactor | balance | refactor -z
106,17869.35,1073.95,SUCCESS,rewrite | rewrite | refactor | rewrite -z | refactor -z | rewrite -z | rewrite -z | resub -z | rewrite | resub | resub | refactor -z | resub -z | refactor | refactor | refactor | balance | balance | resub -z | refactor
113,18648.46,907.46,SUCCESS,rewrite -z | rewrite | rewrite | balance | rewrite | balance | refactor -z | refactor -z | refactor -z | refactor -z | balance | rewrite -z | rewrite -z | resub | rewrite -z | resub -z | refactor -z | rewrite -z | rewrite -z | refactor -z
114,19204.4,1187.62,SUCCESS,rewrite -z | rewrite -z | rewrite | rewrite | rewrite | rewrite -z | rewrite -z | balance | refactor | refactor -z | refactor | refactor -z | rewrite | rewrite | refactor | refactor | refactor | refactor -z | resub -z | refactor
102,18907.81,1088.19,SUCCESS,balance | refactor -z | resub | rewrite | refactor | rewrite -z | refactor -z | refactor | resub | rewrite | refactor -z | rewrite | resub | resub -z | resub -z | refactor -z | resub | resub | resub -z | resub
112,18566.53,1031.0,SUCCESS,rewrite -z | balance | resub -z | refactor -z | refactor | rewrite -z | rewrite | rewrite | balance | refactor | resub -z | rewrite | resub -z | resub -z | refactor | resub -z | balance | rewrite | refactor | rewrite -z
110,19328.36,970.43,SUCCESS,rewrite | resub | resub -z | balance | rewrite -z | resub -z | resub -z | resub -z | resub -z | refactor -z | rewrite -z | rewrite -z | rewrite | rewrite | resub | balance | refactor -z | refactor | rewrite -z | balance
115,18733.05,1167.47,SUCCESS,rewrite -z | refactor | balance | balance | refactor | resub | refactor -z | balance | resub -z | resub -z | balance | rewrite -z | rewrite -z | rewrite | rewrite -z | resub | balance | refactor | resub -z | refactor
111,19038.42,1137.14,SUCCESS,rewrite | resub -z | refactor | resub -z | rewrite -z | resub -z | resub | refactor | refactor | resub | rewrite | rewrite -z | refactor -z | refactor -z | balance | refactor | rewrite | rewrite -z | resub -z | refactor -z
109,18617.61,1153.59,SUCCESS,rewrite | refactor -z | rewrite -z | rewrite -z | resub | refactor | resub -z | resub | rewrite | balance | resub -z | resub | refactor -z | resub -z | resub -z | refactor -z | rewrite | refactor | rewrite -z | resub
118,18454.81,1174.72,SUCCESS,rewrite -z | resub -z | refactor | refactor -z | rewrite | refactor | balance | rewrite -z | refactor | balance | balance | rewrite | resub | resub -z | rewrite -z | refactor | rewrite | rewrite -z | resub -z | rewrite
116,17444.01,1164.1,SUCCESS,rewrite -z | refactor -z | rewrite -z | rewrite -z | refactor -z | rewrite -z | balance | resub -z | refactor -z | rewrite -z | resub | balance | resub | resub -z | balance | resub -z | refactor -z | refactor -z | resub -z | refactor
119,19187.38,1173.11,SUCCESS,refactor | balance | refactor | rewrite | rewrite -z | refactor -z | refactor | rewrite -z | refactor | rewrite | balance | resub | resub | resub | refactor | rewrite | resub -z | balance | rewrite | refactor
117,19230.47,992.64,SUCCESS,rewrite -z | resub | resub -z | balance | rewrite | refactor | rewrite | rewrite -z | resub | balance | refactor | resub -z | rewrite | rewrite | refactor -z | resub -z | resub | refactor -z | rewrite | rewrite -z
121,18199.72,909.67,SUCCESS,refactor | rewrite -z | resub | resub | refactor | refactor | rewrite | balance | resub -z | rewrite -z | balance | rewrite | refactor -z | refactor -z | balance | balance | resub -z | resub | rewrite -z | balance
122,17426.99,1168.9,SUCCESS,refactor | refactor | refactor -z | rewrite -z | refactor -z | resub | resub -z | balance | refactor | refactor -z | rewrite -z | rewrite -z | rewrite -z | balance | rewrite -z | refactor -z | resub -z | refactor | refactor | rewrite
