id,area,delay,status,recipe,ADP,delay_bucket
3404,16812.0,134227.38,SUCCESS,refactor | rewrite -z | rewrite -z | rewrite -z | resub -z | balance | resub | rewrite -z | resub -z | resub | resub -z | balance | rewrite | rewrite | resub | resub -z | rewrite | rewrite | rewrite | refactor -z,2256630712.56,0
6242,17211.0,152306.27,SUCCESS,rewrite -z | resub | resub -z | resub -z | resub -z | balance | resub -z | resub -z | rewrite -z | refactor -z | resub | rewrite | refactor -z | rewrite -z | refactor | refactor -z | balance | refactor -z | refactor -z | resub -z,2621343212.97,5
9521,17235.74,152646.12,SUCCESS,rewrite -z | rewrite | balance | rewrite | balance | resub | rewrite | resub | balance | rewrite -z | resub -z | refactor -z | resub | rewrite | rewrite | rewrite | rewrite -z | refactor -z | resub -z | refactor,2630968836.3288,5
2268,17237.07,152640.98,SUCCESS,rewrite -z | balance | rewrite | balance | refactor | refactor | resub -z | rewrite | balance | rewrite -z | refactor | refactor -z | refactor -z | rewrite -z | rewrite | refactor -z | resub -z | resub | resub -z | refactor,2631083257.1286,5
1096,17282.82,155239.69,SUCCESS,rewrite -z | refactor -z | rewrite -z | balance | refactor -z | balance | rewrite -z | rewrite | balance | refactor -z | resub | refactor | resub -z | resub | balance | resub | resub -z | refactor -z | resub -z | refactor -z,2682979619.1258,5
3200,17554.14,154758.98,SUCCESS,rewrite -z | rewrite | refactor | resub | refactor | rewrite | rewrite | refactor | rewrite | balance | refactor | refactor -z | balance | refactor | resub -z | rewrite | balance | refactor | refactor -z | refactor -z,2716660801.1772003,5
2695,17597.5,155285.59,SUCCESS,balance | balance | rewrite -z | resub | refactor -z | balance | rewrite -z | rewrite -z | resub | rewrite -z | refactor -z | resub | balance | resub -z | rewrite -z | resub | rewrite -z | rewrite | refactor -z | resub -z,2732638170.025,5
4624,17742.2,153085.41,SUCCESS,rewrite -z | refactor -z | resub -z | balance | resub | refactor | refactor | rewrite | resub | rewrite -z | refactor -z | balance | rewrite -z | refactor -z | balance | balance | rewrite | refactor -z | refactor -z | refactor,2716071961.302,5
8006,17874.14,153284.59,SUCCESS,rewrite -z | resub | rewrite -z | rewrite | balance | rewrite -z | rewrite | resub | rewrite | resub -z | refactor -z | resub -z | resub -z | refactor -z | balance | resub -z | rewrite | rewrite | refactor | refactor -z,2739830221.5025997,5
3950,18506.15,155157.17,SUCCESS,refactor -z | rewrite -z | resub | rewrite -z | rewrite -z | resub | refactor | rewrite | refactor | rewrite | rewrite | balance | rewrite -z | refactor -z | resub | refactor | resub -z | refactor -z | balance | refactor,2871361861.5955005,5
1436,18515.46,153215.44,SUCCESS,rewrite -z | rewrite | balance | rewrite -z | refactor | rewrite | refactor | refactor -z | rewrite | resub | refactor -z | rewrite | resub | resub -z | rewrite -z | resub | refactor | balance | balance | resub -z,2836854350.7023997,5
7321,16851.9,156624.86,SUCCESS,rewrite -z | resub -z | refactor -z | balance | balance | resub | balance | refactor | balance | rewrite -z | resub -z | balance | rewrite -z | balance | refactor -z | refactor | refactor -z | resub -z | refactor | refactor,2639426478.234,6
7401,16919.46,157319.83,SUCCESS,balance | rewrite -z | refactor -z | refactor | resub -z | refactor | balance | balance | resub | rewrite -z | balance | resub -z | refactor -z | resub -z | balance | refactor | balance | refactor -z | refactor | refactor,2661766570.8917994,6
9431,16964.15,157039.84,SUCCESS,refactor | rewrite -z | resub -z | resub | refactor | refactor | rewrite | resub | balance | resub -z | resub -z | resub -z | rewrite -z | refactor -z | rewrite | rewrite | resub | rewrite | resub -z | resub,2664047401.736,6
3969,17013.89,157896.86,SUCCESS,balance | balance | rewrite -z | refactor -z | resub | resub | resub | rewrite | refactor | rewrite -z | resub | rewrite -z | rewrite -z | balance | resub | resub | resub -z | refactor -z | refactor -z | resub,2686439807.3854,6
2326,17045.28,156157.31,SUCCESS,refactor | rewrite -z | balance | resub -z | rewrite | refactor | rewrite -z | refactor -z | refactor -z | resub | resub | refactor | rewrite -z | refactor | refactor | refactor | rewrite -z | rewrite | refactor -z | refactor -z,2661745072.9968,6
5358,17071.35,158559.83,SUCCESS,rewrite -z | refactor | refactor | refactor -z | resub -z | rewrite -z | rewrite -z | resub -z | resub -z | refactor | rewrite -z | refactor | resub -z | resub | refactor -z | refactor -z | refactor -z | refactor -z | resub | refactor,2706830353.8704996,6
5994,17277.23,156932.45,SUCCESS,rewrite -z | rewrite -z | balance | resub -z | rewrite -z | rewrite -z | resub -z | balance | rewrite -z | balance | balance | balance | balance | rewrite | resub -z | resub -z | resub | rewrite | resub | refactor -z,2711358033.1135,6
2025,17414.49,157438.72,SUCCESS,rewrite -z | rewrite -z | resub -z | rewrite -z | balance | balance | rewrite | refactor -z | resub -z | refactor | resub | balance | rewrite -z | resub | refactor | rewrite -z | rewrite -z | rewrite | rewrite -z | refactor -z,2741715015.0528,6
7805,17487.9,158491.95,SUCCESS,rewrite -z | balance | rewrite | rewrite | refactor | refactor | refactor | rewrite -z | refactor | resub | resub -z | rewrite | refactor | rewrite -z | resub -z | rewrite -z | balance | resub -z | refactor -z | refactor -z,2771691372.405,6
8200,17505.73,156675.81,SUCCESS,rewrite -z | refactor | rewrite | rewrite | refactor | refactor -z | refactor -z | balance | resub -z | resub -z | refactor | balance | balance | refactor | resub | rewrite | resub -z | resub -z | resub -z | refactor -z,2742724427.3912997,6
5217,16773.69,162383.33,SUCCESS,refactor | rewrite -z | resub -z | rewrite | rewrite -z | rewrite -z | balance | resub -z | rewrite | resub -z | rewrite -z | rewrite | resub -z | rewrite -z | resub -z | resub | refactor | rewrite | refactor | rewrite -z,2723767638.5876994,7
5267,16868.66,159697.03,SUCCESS,refactor | refactor | rewrite -z | refactor | resub -z | refactor | rewrite -z | rewrite -z | refactor | refactor -z | refactor | resub -z | rewrite -z | refactor | resub -z | refactor -z | balance | resub -z | refactor -z | resub,2693874902.0798,7
9916,16929.3,162390.08,SUCCESS,rewrite -z | refactor -z | refactor -z | refactor -z | resub | rewrite | rewrite | rewrite -z | rewrite -z | rewrite | refactor | rewrite -z | refactor | refactor -z | resub | refactor | refactor -z | refactor -z | resub -z | resub -z,2749150381.344,7
4531,17000.33,159759.39,SUCCESS,refactor | rewrite -z | balance | balance | resub | balance | rewrite | resub | balance | resub -z | resub -z | rewrite | rewrite -z | rewrite -z | resub | rewrite -z | refactor -z | refactor | refactor -z | resub -z,2715962350.5987005,7
3301,17165.25,162362.98,SUCCESS,rewrite -z | refactor -z | rewrite -z | resub | refactor | rewrite | resub | rewrite | refactor | rewrite | rewrite | rewrite | rewrite -z | resub | rewrite -z | balance | refactor -z | resub -z | refactor -z | resub,2787001142.445,7
7662,17215.52,160471.91,SUCCESS,rewrite -z | refactor -z | refactor | rewrite | resub -z | resub | refactor | resub | balance | rewrite | balance | resub -z | refactor -z | balance | rewrite | resub -z | rewrite -z | balance | resub | refactor -z,2762607376.0432,7
8198,17271.91,159841.14,SUCCESS,rewrite -z | rewrite | rewrite | rewrite -z | rewrite | resub | balance | rewrite | rewrite -z | resub | resub -z | rewrite -z | rewrite | rewrite | rewrite -z | resub | balance | resub -z | refactor -z | refactor -z,2760761784.3774004,7
541,17311.01,161641.52,SUCCESS,balance | rewrite -z | rewrite | resub -z | resub | rewrite -z | rewrite -z | resub | resub | rewrite | refactor -z | refactor | refactor -z | resub | rewrite | resub | resub | rewrite -z | refactor -z | resub -z,2798177969.1351995,7
6323,17314.47,160443.36,SUCCESS,balance | rewrite -z | rewrite | rewrite | resub -z | resub -z | resub -z | balance | resub -z | refactor | refactor | resub -z | refactor -z | refactor -z | balance | balance | balance | resub -z | resub -z | refactor -z,2777991743.4192,7
2568,17377.25,160091.55,SUCCESS,rewrite -z | resub -z | balance | rewrite -z | resub | refactor -z | resub | resub | refactor | balance | rewrite | refactor -z | resub -z | refactor -z | resub | resub | resub -z | resub | resub -z | resub -z,2781950887.2374997,7
8794,16797.63,162999.92,SUCCESS,refactor | rewrite -z | refactor | refactor | refactor -z | balance | resub -z | refactor | refactor | resub | refactor | resub -z | rewrite | rewrite -z | refactor | resub -z | refactor | rewrite | rewrite | refactor -z,2738012346.1896005,8
9817,16883.29,163687.39,SUCCESS,rewrite -z | refactor | balance | rewrite -z | rewrite | refactor -z | balance | rewrite -z | refactor -z | balance | refactor | balance | refactor | refactor | resub | rewrite -z | balance | refactor -z | resub | refactor -z,2763581674.7131004,8
4678,17052.2,165965.45,SUCCESS,refactor | rewrite -z | rewrite | refactor | resub -z | resub -z | rewrite | balance | resub | resub | resub | rewrite | refactor | rewrite -z | refactor -z | balance | balance | rewrite -z | refactor | refactor,2830076046.4900002,8
3788,17157.53,164341.06,SUCCESS,rewrite -z | rewrite | resub -z | refactor -z | resub | rewrite -z | rewrite | resub | resub -z | rewrite -z | refactor | rewrite | resub | rewrite | rewrite -z | balance | balance | rewrite | refactor -z | resub -z,2819686667.1818,8
9866,17452.79,163929.73,SUCCESS,rewrite -z | refactor | resub | rewrite | resub | resub -z | refactor -z | balance | rewrite -z | resub | balance | rewrite | balance | resub -z | balance | resub | refactor -z | refactor -z | resub | refactor -z,2861031152.4467,8
8592,17539.51,164423.17,SUCCESS,rewrite -z | refactor | refactor -z | rewrite -z | rewrite -z | resub | refactor | rewrite | refactor | balance | rewrite -z | balance | rewrite | resub | balance | refactor | refactor -z | resub | refactor | refactor,2883901834.4467,8
5809,17547.49,165618.75,SUCCESS,rewrite -z | rewrite -z | rewrite -z | balance | refactor | refactor | resub | resub -z | resub | refactor | resub | rewrite | resub | rewrite -z | balance | refactor -z | resub | resub -z | refactor -z | resub,2906193359.4375005,8
5652,17548.02,163655.92,SUCCESS,rewrite -z | refactor | rewrite -z | rewrite -z | refactor | resub -z | resub -z | balance | rewrite -z | refactor | balance | resub | resub | resub | rewrite | refactor -z | refactor -z | refactor -z | resub | refactor,2871837357.2784004,8
9082,17558.39,165332.97,SUCCESS,rewrite -z | refactor | rewrite | rewrite -z | resub -z | rewrite -z | rewrite | refactor | refactor | refactor | rewrite -z | resub | refactor | rewrite | resub | rewrite | resub -z | resub | resub -z | refactor -z,2902980767.1183,8
8495,17564.25,164464.81,SUCCESS,rewrite -z | refactor -z | refactor -z | rewrite -z | rewrite -z | resub -z | resub | resub | resub | refactor -z | rewrite | rewrite -z | rewrite -z | resub -z | resub -z | rewrite -z | balance | resub | rewrite | refactor -z,2888701039.0425,8
6043,17018.95,167196.81,SUCCESS,rewrite -z | rewrite -z | rewrite | rewrite | rewrite -z | resub -z | balance | resub -z | balance | refactor | refactor | rewrite -z | resub -z | refactor -z | balance | resub -z | resub -z | rewrite | refactor -z | resub -z,2845514149.5495,9
15,17239.19,170052.45,SUCCESS,rewrite -z | rewrite | rewrite | refactor -z | rewrite -z | rewrite -z | balance | rewrite | resub | rewrite -z | resub -z | refactor -z | rewrite | refactor -z | refactor -z | refactor | refactor -z | balance | refactor -z | resub,2931566495.5155,9
6883,17315.54,166911.02,SUCCESS,refactor | rewrite -z | resub -z | resub | balance | refactor -z | refactor -z | refactor | resub | resub -z | balance | refactor -z | refactor -z | refactor | resub | balance | balance | balance | refactor -z | refactor -z,2890154443.2508,9
8982,17400.12,169954.73,SUCCESS,rewrite -z | rewrite | rewrite -z | resub | refactor | rewrite -z | refactor | refactor -z | refactor -z | resub | refactor | refactor | rewrite -z | balance | refactor -z | refactor | resub -z | balance | refactor -z | refactor,2957232696.5676,9
9623,17400.92,168474.47,SUCCESS,rewrite -z | resub | rewrite | refactor -z | refactor -z | refactor -z | refactor -z | balance | rewrite | balance | refactor | rewrite -z | balance | rewrite | balance | refactor -z | refactor | resub | resub | resub,2931610774.5123997,9
9964,17415.02,166726.3,SUCCESS,rewrite -z | refactor | rewrite -z | refactor -z | refactor -z | balance | rewrite -z | rewrite -z | resub | resub | refactor -z | resub -z | resub -z | refactor -z | resub -z | rewrite -z | rewrite | refactor | balance | refactor -z,2903541849.026,9
