id,area,delay,status,recipe
6,20805.99,179752.45,SUCCESS,balance | resub -z | resub | balance | refactor | rewrite -z | resub -z | resub | resub | refactor -z | rewrite | resub -z | rewrite | rewrite -z | refactor -z | balance | resub | balance | rewrite -z | resub -z
26,20404.06,185199.14,SUCCESS,refactor | resub | resub | refactor | resub | refactor | rewrite -z | refactor -z | resub | resub | rewrite -z | resub -z | balance | balance | balance | resub | refactor -z | rewrite -z | rewrite -z | resub -z
24,19405.5,182468.84,SUCCESS,refactor | refactor | rewrite | resub -z | refactor -z | refactor | rewrite | resub | balance | resub -z | rewrite | balance | refactor | refactor -z | balance | resub | rewrite -z | resub | rewrite | refactor -z
28,20878.07,143364.48,SUCCESS,refactor -z | balance | resub | rewrite | rewrite | refactor -z | resub | balance | balance | rewrite | refactor -z | rewrite -z | rewrite -z | rewrite -z | resub | refactor -z | resub -z | resub -z | rewrite -z | resub
29,18975.64,155595.14,SUCCESS,refactor -z | rewrite | balance | refactor -z | resub -z | refactor | rewrite -z | balance | balance | resub -z | refactor | refactor -z | resub | resub -z | resub -z | rewrite | resub | rewrite | resub | refactor
23,19948.4,160959.8,SUCCESS,refactor | rewrite -z | resub | resub -z | rewrite -z | resub -z | rewrite -z | rewrite -z | resub | refactor -z | refactor -z | balance | resub -z | rewrite -z | rewrite | resub | resub -z | refactor -z | rewrite | balance
22,20348.2,184007.2,SUCCESS,refactor | rewrite | rewrite | refactor | rewrite -z | resub -z | refactor -z | refactor | rewrite | resub -z | refactor -z | rewrite | rewrite -z | refactor -z | resub | resub | rewrite -z | rewrite -z | refactor -z | balance
27,19219.03,182128.78,SUCCESS,refactor | resub -z | rewrite -z | balance | refactor -z | rewrite | refactor -z | rewrite | rewrite | balance | rewrite -z | refactor | rewrite | rewrite | refactor | resub -z | rewrite -z | rewrite -z | refactor -z | resub -z
31,19630.8,170449.44,SUCCESS,refactor -z | refactor | refactor | rewrite -z | refactor | refactor | resub | balance | refactor | resub | resub | balance | balance | resub -z | rewrite | rewrite | refactor -z | resub -z | rewrite -z | rewrite -z
33,21048.85,175386.58,SUCCESS,refactor -z | resub | refactor | rewrite | rewrite | refactor | resub | rewrite | resub -z | resub | balance | resub | resub -z | resub -z | rewrite -z | balance | rewrite -z | rewrite | refactor -z | refactor
35,21401.3,187818.17,SUCCESS,resub | balance | resub -z | refactor | refactor -z | rewrite -z | refactor | refactor -z | refactor -z | resub | resub -z | balance | resub -z | rewrite | refactor -z | refactor | resub | refactor | balance | resub -z
32,20882.33,146248.36,SUCCESS,refactor -z | refactor -z | rewrite | balance | resub | refactor | refactor -z | resub -z | resub | rewrite | refactor -z | rewrite -z | refactor -z | rewrite -z | resub -z | resub -z | refactor | rewrite | resub | refactor -z
34,20752.52,190014.22,SUCCESS,refactor -z | resub -z | refactor | resub -z | balance | refactor -z | balance | refactor | resub -z | resub | refactor | refactor -z | resub | balance | refactor | refactor | rewrite | resub | refactor | refactor -z
36,20912.65,187081.33,SUCCESS,resub | rewrite | rewrite | refactor | resub -z | balance | rewrite | resub -z | refactor -z | balance | refactor | rewrite -z | refactor | resub | resub -z | rewrite | refactor | balance | resub | resub
25,19825.25,185518.16,SUCCESS,refactor | refactor -z | resub | rewrite -z | rewrite | balance | rewrite -z | rewrite -z | rewrite -z | refactor -z | refactor -z | refactor | resub | rewrite -z | resub -z | refactor | rewrite -z | rewrite | rewrite -z | refactor
38,21118.8,184536.16,SUCCESS,resub | refactor | refactor -z | refactor | rewrite -z | refactor | resub | refactor | resub | resub | rewrite -z | resub -z | resub -z | rewrite -z | rewrite | balance | refactor -z | rewrite | rewrite -z | resub
39,19415.07,184380.61,SUCCESS,resub | refactor -z | resub | resub -z | resub | rewrite | refactor | resub -z | rewrite -z | refactor | balance | rewrite | resub | resub | refactor | rewrite -z | rewrite -z | resub -z | refactor -z | rewrite -z
37,21888.87,183233.19,SUCCESS,resub | rewrite -z | rewrite -z | rewrite -z | balance | refactor -z | refactor -z | refactor -z | rewrite -z | rewrite | resub -z | rewrite | refactor | rewrite -z | rewrite | resub -z | rewrite | rewrite -z | resub -z | refactor
40,21020.65,193389.92,SUCCESS,resub | resub | balance | rewrite -z | refactor -z | refactor | balance | rewrite | refactor -z | refactor | rewrite | resub -z | resub -z | rewrite -z | refactor | refactor -z | rewrite -z | refactor | rewrite | balance
44,19628.14,181715.73,SUCCESS,resub -z | rewrite -z | resub | resub -z | resub -z | rewrite | refactor -z | refactor | resub | refactor | balance | rewrite | resub | balance | resub | refactor | resub -z | rewrite | balance | resub
41,21277.61,178975.48,SUCCESS,resub | resub -z | rewrite -z | rewrite | resub -z | rewrite | refactor | resub | refactor | rewrite | resub | rewrite -z | refactor | refactor -z | refactor -z | rewrite -z | refactor | rewrite -z | resub -z | rewrite
47,20902.81,183575.41,SUCCESS,resub -z | resub | balance | balance | balance | rewrite -z | balance | rewrite | rewrite -z | rewrite -z | rewrite | resub | balance | refactor | refactor | refactor -z | balance | resub -z | rewrite -z | refactor
46,21010.28,177241.52,SUCCESS,resub -z | refactor -z | refactor -z | balance | rewrite -z | balance | balance | resub | refactor -z | refactor -z | rewrite -z | refactor | resub -z | rewrite | rewrite -z | balance | rewrite | rewrite -z | resub | rewrite -z
43,21397.84,191019.14,SUCCESS,resub -z | rewrite | rewrite | rewrite -z | rewrite | refactor | resub -z | rewrite -z | resub | rewrite | resub | rewrite | rewrite -z | balance | refactor -z | rewrite | resub | balance | refactor | rewrite
45,21322.03,183544.19,SUCCESS,resub -z | refactor | resub -z | refactor -z | rewrite -z | refactor -z | resub -z | rewrite -z | rewrite | balance | rewrite -z | refactor | resub -z | rewrite -z | resub | balance | resub | refactor -z | refactor -z | refactor -z
52,,,PARSE_ERROR,balance | refactor | balance | rewrite | rewrite | balance | rewrite | refactor -z | refactor | balance | balance | rewrite | balance | resub | resub -z | refactor -z | resub -z | resub -z | rewrite | resub
48,19883.77,193202.12,SUCCESS,resub -z | resub -z | refactor -z | balance | refactor | refactor -z | resub | balance | refactor | rewrite | rewrite | resub | rewrite -z | refactor | resub | resub | refactor -z | rewrite | resub | resub
56,20737.09,176831.2,SUCCESS,rewrite | balance | resub | refactor | balance | balance | refactor | balance | resub | resub | resub -z | resub | resub | refactor -z | balance | resub | resub | balance | balance | resub -z
42,18910.47,165645.06,SUCCESS,resub -z | balance | refactor -z | resub -z | refactor -z | resub -z | refactor -z | resub -z | refactor | resub | rewrite -z | rewrite | rewrite -z | resub | refactor -z | resub | refactor -z | refactor | refactor -z | refactor
54,20281.97,171028.23,SUCCESS,balance | resub | rewrite -z | refactor | rewrite | rewrite -z | balance | balance | rewrite -z | resub | resub -z | balance | rewrite | refactor -z | rewrite -z | resub -z | resub | refactor | rewrite -z | resub
51,19151.73,174618.83,SUCCESS,balance | rewrite -z | refactor -z | refactor | resub -z | rewrite | rewrite | refactor | resub | refactor -z | refactor | resub -z | rewrite -z | refactor | rewrite | refactor -z | refactor | resub | refactor -z | refactor
53,18998.78,160743.92,SUCCESS,balance | refactor -z | resub | refactor -z | resub -z | balance | rewrite -z | resub | rewrite | rewrite | refactor | refactor | refactor | rewrite | resub -z | balance | refactor | refactor -z | resub | refactor
55,19330.49,167527.06,SUCCESS,balance | resub -z | resub -z | resub -z | refactor -z | resub | resub -z | refactor -z | refactor | resub -z | rewrite -z | refactor -z | balance | rewrite | resub | rewrite | resub -z | refactor -z | refactor -z | balance
49,19414.81,185057.88,SUCCESS,balance | balance | rewrite | rewrite -z | rewrite -z | balance | rewrite -z | balance | rewrite -z | rewrite -z | rewrite -z | rewrite -z | refactor -z | rewrite | refactor | refactor -z | rewrite | refactor | rewrite -z | rewrite
58,20894.57,178800.81,SUCCESS,rewrite | rewrite -z | refactor -z | rewrite -z | refactor | rewrite | rewrite | balance | resub -z | balance | balance | rewrite | resub -z | resub -z | resub -z | rewrite -z | refactor | refactor -z | resub | refactor -z
50,20355.12,154156.58,SUCCESS,balance | rewrite | rewrite -z | refactor | rewrite -z | refactor | balance | resub -z | refactor | rewrite -z | rewrite -z | resub | refactor -z | refactor | rewrite | refactor -z | rewrite | rewrite -z | rewrite -z | resub
57,20356.45,170430.7,SUCCESS,rewrite | rewrite | resub | refactor | resub -z | resub | balance | balance | resub | refactor | resub -z | resub | resub | rewrite -z | refactor -z | rewrite -z | rewrite -z | refactor -z | refactor | balance
59,21357.67,176423.52,SUCCESS,rewrite | refactor | rewrite | resub -z | rewrite -z | resub -z | resub -z | resub -z | resub -z | balance | balance | resub -z | resub | resub | resub -z | rewrite -z | refactor | rewrite | refactor -z | refactor
60,20843.76,187543.66,SUCCESS,rewrite | refactor -z | refactor -z | rewrite | resub -z | refactor | balance | balance | resub -z | refactor | rewrite | balance | rewrite | rewrite | balance | resub -z | rewrite | balance | rewrite -z | rewrite
61,20890.58,187763.44,SUCCESS,rewrite | resub | resub -z | rewrite | balance | balance | refactor | resub | resub -z | refactor -z | resub -z | refactor | resub | resub -z | rewrite | refactor -z | rewrite -z | resub | refactor | resub -z
70,19698.36,174799.95,SUCCESS,refactor | balance | resub | resub | resub | rewrite | resub | resub -z | resub | refactor | rewrite | rewrite | resub | resub | balance | rewrite | refactor | rewrite | rewrite | rewrite
65,19404.7,190255.56,SUCCESS,rewrite -z | rewrite -z | resub | resub -z | resub -z | rewrite | rewrite | rewrite | refactor -z | resub -z | resub | rewrite | resub -z | balance | rewrite | rewrite | resub | rewrite | rewrite -z | refactor
63,20706.5,181022.89,SUCCESS,rewrite -z | balance | resub -z | rewrite | refactor -z | resub | resub -z | resub -z | refactor -z | balance | refactor -z | refactor | rewrite -z | rewrite -z | resub -z | rewrite | balance | rewrite | refactor | rewrite -z
64,20038.58,164245.27,SUCCESS,rewrite -z | rewrite | refactor | rewrite | refactor -z | resub | rewrite -z | resub -z | balance | rewrite -z | rewrite -z | rewrite -z | refactor | balance | rewrite -z | resub | resub -z | resub | rewrite -z | rewrite -z
67,19796.25,195230.25,SUCCESS,rewrite -z | refactor -z | rewrite | balance | refactor | balance | refactor -z | refactor | rewrite | resub -z | rewrite | resub | balance | rewrite -z | resub | rewrite | rewrite | resub -z | refactor -z | resub -z
68,19228.08,187981.62,SUCCESS,rewrite -z | resub | refactor -z | balance | rewrite -z | balance | resub -z | balance | rewrite | refactor | resub | refactor | refactor -z | rewrite | refactor -z | refactor | rewrite | rewrite | rewrite | rewrite -z
62,20841.37,187544.16,SUCCESS,rewrite | resub -z | resub | resub -z | refactor | refactor | rewrite | refactor -z | rewrite | refactor -z | balance | rewrite | refactor | refactor | refactor | rewrite -z | resub -z | resub | refactor | rewrite
66,22744.6,167391.84,SUCCESS,rewrite -z | refactor | refactor -z | balance | rewrite | refactor | resub | refactor -z | rewrite | refactor -z | refactor -z | rewrite | resub | refactor -z | resub -z | rewrite -z | resub | rewrite -z | resub -z | rewrite
72,18932.28,168596.11,SUCCESS,refactor | rewrite -z | balance | refactor | balance | rewrite | refactor | rewrite | refactor -z | resub | resub | balance | rewrite | refactor | resub -z | rewrite | resub -z | refactor -z | rewrite -z | resub -z
69,21445.98,169045.33,SUCCESS,rewrite -z | resub -z | rewrite -z | rewrite -z | rewrite -z | balance | refactor | rewrite -z | refactor -z | resub | refactor -z | balance | resub | rewrite | balance | resub | resub -z | refactor | resub | resub
75,19493.81,153124.03,SUCCESS,refactor | resub | refactor | rewrite -z | rewrite -z | refactor -z | rewrite -z | resub | resub | resub | resub | balance | balance | resub -z | rewrite -z | resub | resub | refactor | balance | balance
73,22555.2,194751.38,SUCCESS,refactor | refactor | balance | rewrite | refactor | resub | refactor -z | resub -z | balance | resub | refactor | refactor -z | balance | rewrite | refactor -z | balance | refactor -z | rewrite | rewrite -z | balance
74,18636.23,176389.14,SUCCESS,refactor | refactor -z | rewrite -z | refactor -z | balance | refactor -z | balance | rewrite | rewrite -z | refactor -z | resub | rewrite | rewrite -z | resub | balance | resub -z | resub | rewrite | resub | refactor
76,19453.64,154639.53,SUCCESS,refactor | resub -z | balance | resub -z | rewrite -z | resub | refactor -z | rewrite -z | rewrite | rewrite | refactor -z | resub -z | refactor | refactor -z | balance | refactor | balance | refactor | resub | resub -z
78,21871.85,159472.84,SUCCESS,refactor -z | rewrite | balance | resub | rewrite | refactor | refactor | balance | refactor | rewrite -z | refactor | resub -z | resub -z | resub -z | rewrite | rewrite -z | refactor | balance | balance | rewrite
71,19608.46,187105.83,SUCCESS,refactor | rewrite | rewrite -z | rewrite | rewrite | rewrite -z | rewrite | rewrite | rewrite -z | resub -z | balance | refactor -z | refactor -z | rewrite | rewrite -z | refactor | refactor -z | refactor -z | refactor -z | resub
79,20037.25,169923.97,SUCCESS,refactor -z | rewrite -z | resub -z | resub | resub -z | balance | rewrite | resub -z | balance | rewrite -z | refactor | resub | refactor | refactor -z | resub -z | refactor | refactor -z | refactor | rewrite | resub -z
81,18547.12,144707.3,SUCCESS,refactor -z | refactor -z | resub | resub -z | balance | rewrite | rewrite -z | resub | rewrite -z | resub -z | refactor -z | balance | resub -z | resub -z | resub | rewrite -z | balance | rewrite | refactor -z | resub -z
77,18667.08,187515.67,SUCCESS,refactor -z | balance | rewrite | refactor -z | refactor | rewrite -z | refactor | resub | resub | refactor | resub | refactor | resub -z | refactor -z | refactor | refactor -z | resub -z | refactor -z | refactor | resub -z
80,19651.55,178626.12,SUCCESS,refactor -z | refactor | resub | resub | refactor -z | rewrite -z | refactor | rewrite | rewrite -z | balance | resub | balance | rewrite -z | resub -z | rewrite -z | refactor -z | balance | refactor | resub -z | refactor
84,22764.01,167451.0,SUCCESS,resub | balance | resub | balance | rewrite | resub | refactor | resub | balance | rewrite -z | resub -z | balance | rewrite -z | resub | refactor -z | balance | refactor -z | resub -z | rewrite | refactor -z
83,19711.66,178744.11,SUCCESS,refactor -z | resub -z | resub | refactor | balance | refactor | rewrite -z | refactor -z | rewrite -z | resub -z | rewrite | balance | resub | refactor | balance | resub | rewrite -z | rewrite -z | balance | resub -z
85,20861.32,179491.45,SUCCESS,resub | rewrite | rewrite | refactor | rewrite | balance | rewrite -z | resub | refactor -z | refactor | refactor | rewrite | balance | rewrite | rewrite | rewrite -z | refactor | balance | rewrite -z | resub -z
90,20925.42,172231.38,SUCCESS,resub | resub -z | balance | balance | rewrite -z | rewrite -z | resub -z | resub -z | balance | rewrite | resub -z | rewrite | refactor -z | rewrite | balance | rewrite -z | refactor -z | resub | refactor -z | resub -z
82,19102.79,177918.27,SUCCESS,refactor -z | resub | resub | resub | rewrite | rewrite | rewrite -z | refactor -z | rewrite | resub | resub -z | refactor | resub -z | resub | rewrite | refactor | refactor | refactor | resub -z | refactor
87,21359.0,176976.09,SUCCESS,resub | refactor | rewrite | balance | resub -z | refactor -z | refactor -z | resub | rewrite -z | rewrite -z | refactor -z | resub -z | resub -z | refactor -z | balance | balance | rewrite | balance | resub -z | balance
88,19394.59,168600.22,SUCCESS,resub | refactor -z | resub -z | balance | rewrite -z | refactor | refactor | rewrite -z | rewrite | refactor | refactor | resub -z | refactor -z | refactor | resub -z | resub -z | refactor | resub | balance | refactor -z
86,22800.72,176259.64,SUCCESS,resub | rewrite -z | rewrite -z | rewrite -z | refactor -z | refactor -z | refactor -z | rewrite -z | refactor | refactor | refactor -z | resub | rewrite | refactor | rewrite -z | rewrite | resub | rewrite -z | resub -z | balance
91,19578.93,182848.14,SUCCESS,resub -z | balance | refactor | resub | rewrite -z | refactor -z | balance | refactor -z | balance | refactor | refactor | refactor | balance | refactor -z | resub -z | resub | refactor -z | balance | refactor -z | resub
89,21239.83,178140.62,SUCCESS,resub | resub | refactor -z | resub | balance | balance | resub | balance | refactor | resub -z | resub -z | refactor -z | refactor -z | resub | rewrite -z | refactor -z | balance | rewrite | rewrite | refactor -z
96,20271.86,167816.02,SUCCESS,resub -z | resub | rewrite -z | rewrite | rewrite | balance | rewrite | balance | balance | rewrite -z | refactor | rewrite -z | resub | balance | resub | resub | rewrite | refactor | refactor | resub
92,19246.96,165537.52,SUCCESS,resub -z | rewrite | resub | resub -z | rewrite -z | refactor -z | refactor | refactor | refactor | rewrite -z | refactor | resub | refactor -z | rewrite | rewrite -z | refactor | resub -z | refactor -z | resub | rewrite -z
93,20917.44,176694.03,SUCCESS,resub -z | rewrite -z | rewrite -z | refactor | refactor | rewrite | refactor | rewrite | resub -z | resub -z | resub | rewrite | refactor | refactor | balance | resub -z | rewrite | rewrite -z | refactor | rewrite
97,19963.03,192067.78,SUCCESS,resub -z | resub -z | balance | refactor -z | balance | refactor -z | rewrite | resub | rewrite | refactor -z | rewrite -z | rewrite -z | balance | rewrite -z | resub -z | refactor -z | refactor -z | balance | resub | balance
95,21366.98,177658.17,SUCCESS,resub -z | refactor -z | rewrite | resub -z | resub | refactor | refactor -z | balance | refactor -z | refactor -z | refactor -z | refactor -z | rewrite -z | resub | rewrite -z | resub -z | refactor -z | resub | resub -z | resub -z
98,19932.98,192661.84,SUCCESS,balance | balance | balance | resub | balance | rewrite | resub -z | rewrite | rewrite | refactor | refactor | refactor | refactor | resub | resub -z | refactor -z | rewrite -z | resub -z | rewrite -z | rewrite -z
94,19396.19,169086.19,SUCCESS,resub -z | refactor | refactor -z | rewrite | rewrite -z | rewrite | rewrite -z | balance | rewrite -z | refactor | resub -z | rewrite | resub | balance | rewrite -z | resub -z | resub | resub | refactor | balance
100,18814.98,174841.55,SUCCESS,balance | rewrite -z | balance | resub | refactor | refactor | rewrite -z | rewrite -z | rewrite | resub -z | refactor | resub | resub -z | rewrite -z | refactor -z | resub | resub | rewrite -z | resub -z | balance
103,20859.72,186365.45,SUCCESS,balance | resub | refactor | refactor | resub -z | resub -z | rewrite -z | resub | refactor | rewrite -z | rewrite | resub | balance | rewrite | balance | resub | balance | refactor | rewrite -z | resub
104,20371.88,151067.64,SUCCESS,balance | resub -z | refactor | balance | resub | rewrite | refactor | refactor -z | resub -z | refactor | resub | resub -z | resub -z | refactor | balance | balance | rewrite -z | resub | refactor | rewrite -z
101,20678.84,149401.17,SUCCESS,balance | refactor | rewrite -z | balance | resub | rewrite -z | resub | rewrite -z | resub | rewrite -z | resub | rewrite | refactor | rewrite -z | rewrite -z | rewrite | refactor -z | balance | resub -z | rewrite
105,21329.74,178911.61,SUCCESS,rewrite | balance | rewrite | refactor -z | resub | rewrite | resub -z | resub | rewrite -z | refactor | rewrite | resub -z | rewrite | rewrite -z | rewrite | rewrite -z | resub | rewrite -z | balance | refactor
107,20165.73,165779.02,SUCCESS,rewrite | rewrite -z | balance | rewrite | refactor -z | resub | resub -z | refactor -z | rewrite | balance | resub | refactor -z | rewrite | rewrite | rewrite -z | resub | resub | refactor | refactor | rewrite -z
102,19012.35,169992.08,SUCCESS,balance | refactor -z | refactor | resub | resub | rewrite -z | refactor -z | rewrite -z | rewrite -z | rewrite -z | refactor -z | rewrite | resub -z | refactor | resub -z | balance | resub -z | balance | rewrite -z | resub -z
106,19741.19,177670.39,SUCCESS,rewrite | rewrite | resub | rewrite | refactor | refactor -z | refactor | refactor | resub -z | balance | resub | rewrite -z | balance | resub | balance | rewrite | rewrite | rewrite | balance | refactor -z
99,20562.86,164114.3,SUCCESS,balance | rewrite | refactor -z | refactor | rewrite | refactor | refactor -z | balance | rewrite | resub | resub | rewrite | resub -z | refactor -z | refactor | refactor | refactor -z | refactor -z | resub | refactor
111,20617.13,189861.16,SUCCESS,rewrite | resub -z | rewrite | rewrite | rewrite | resub -z | resub -z | resub | refactor -z | refactor | rewrite -z | balance | balance | refactor | resub -z | resub -z | resub -z | rewrite | resub -z | resub -z
112,21815.99,165833.27,SUCCESS,rewrite -z | balance | refactor | resub | balance | resub | rewrite -z | balance | balance | resub -z | refactor -z | resub | balance | refactor | rewrite -z | rewrite | rewrite -z | rewrite | resub -z | rewrite
108,19584.78,174682.92,SUCCESS,rewrite | refactor | refactor -z | rewrite -z | rewrite -z | refactor | resub | refactor -z | resub | resub -z | resub -z | resub -z | refactor | rewrite -z | resub -z | refactor -z | balance | resub -z | refactor -z | resub
110,19849.19,197855.89,SUCCESS,rewrite | resub | refactor -z | resub -z | refactor -z | resub -z | resub | refactor | rewrite | resub | resub | resub | rewrite -z | refactor -z | refactor -z | resub | resub | resub | resub -z | refactor
109,20732.31,185777.86,SUCCESS,rewrite | refactor -z | refactor | rewrite | refactor -z | rewrite -z | rewrite -z | refactor -z | refactor | refactor -z | rewrite -z | rewrite | refactor | rewrite | rewrite | balance | rewrite | rewrite | refactor | balance
115,19293.51,181621.61,SUCCESS,rewrite -z | refactor | resub -z | refactor -z | rewrite -z | refactor | resub | refactor | resub -z | resub | rewrite | resub | rewrite | balance | resub -z | resub -z | resub | rewrite -z | refactor -z | rewrite
118,19953.46,182417.44,SUCCESS,rewrite -z | resub -z | resub | resub -z | rewrite | rewrite | resub | rewrite | rewrite -z | refactor | resub -z | rewrite | balance | refactor -z | refactor | balance | balance | refactor | balance | resub -z
113,20318.14,167680.48,SUCCESS,rewrite -z | rewrite | resub | refactor -z | resub -z | refactor | rewrite | rewrite | rewrite -z | resub -z | balance | resub -z | refactor -z | rewrite -z | refactor | refactor | rewrite -z | refactor -z | resub -z | refactor -z
114,20713.15,185354.5,SUCCESS,rewrite -z | rewrite -z | resub -z | refactor | refactor -z | rewrite -z | resub -z | resub -z | balance | rewrite | refactor -z | refactor | refactor | resub -z | balance | rewrite -z | rewrite -z | rewrite -z | rewrite | resub -z
117,19257.34,174761.83,SUCCESS,rewrite -z | resub | rewrite | resub -z | resub -z | resub | rewrite | refactor | resub -z | refactor | rewrite | rewrite | refactor | refactor | balance | rewrite | resub | refactor -z | rewrite | refactor
116,20349.53,186148.02,SUCCESS,rewrite -z | refactor -z | rewrite | refactor | rewrite -z | rewrite | rewrite | resub -z | resub -z | refactor -z | resub | rewrite -z | resub -z | resub | rewrite -z | refactor | resub -z | refactor | rewrite -z | refactor -z
119,19402.04,147643.16,SUCCESS,refactor | balance | balance | resub | resub | balance | balance | balance | rewrite -z | resub | rewrite -z | rewrite | rewrite -z | rewrite | resub -z | resub | refactor | rewrite -z | refactor -z | rewrite
121,19318.78,184664.62,SUCCESS,refactor | rewrite -z | resub | resub -z | rewrite | balance | resub | balance | balance | rewrite -z | refactor -z | resub | refactor | balance | refactor -z | balance | rewrite | refactor -z | refactor | rewrite -z
120,19620.69,162427.28,SUCCESS,refactor | rewrite | refactor | refactor -z | resub | rewrite -z | refactor | rewrite | resub | resub | resub -z | resub -z | rewrite | refactor -z | resub -z | resub -z | resub -z | rewrite -z | refactor -z | refactor -z
